TOD,n
5/20/2021 15:30,1
5/20/2021 16:19,2
5/20/2021 16:38,4
5/20/2021 16:39,3
5/20/2021 17:07,2
5/20/2021 17:20,1
5/20/2021 17:24,1
5/20/2021 19:37,2
5/20/2021 9:23,1
5/20/2021 9:57,1
5/21/2021 10:28,1
5/21/2021 10:43,1
5/21/2021 10:53,1
5/21/2021 11:36,1
5/21/2021 12:18,1
5/21/2021 13:18,1
5/21/2021 14:11,2
5/21/2021 14:12,1
5/21/2021 14:24,1
5/21/2021 14:26,5
5/21/2021 14:27,3
5/21/2021 14:56,1
5/21/2021 15:19,1
5/21/2021 15:41,1
5/21/2021 15:56,1
5/21/2021 15:59,1
5/21/2021 16:23,1
5/21/2021 16:25,1
5/21/2021 17:23,1
5/21/2021 17:35,1
5/21/2021 18:38,5
5/21/2021 18:39,4
5/21/2021 18:42,1
5/21/2021 9:41,1
5/23/2021 11:18,1
5/23/2021 11:37,4
5/23/2021 13:02,1
5/23/2021 13:03,2
5/24/2021 10:57,1
5/24/2021 10:58,1
5/24/2021 11:05,1
5/24/2021 11:06,1
5/24/2021 11:08,1
5/24/2021 11:13,1
5/24/2021 11:54,1
5/24/2021 12:12,1
5/24/2021 12:16,1
5/24/2021 12:43,2
5/24/2021 13:33,1
5/24/2021 13:46,1
5/24/2021 13:51,1
5/24/2021 13:58,1
5/24/2021 14:49,1
5/24/2021 15:07,1
5/24/2021 15:13,3
5/24/2021 16:07,1
5/24/2021 16:57,1
5/24/2021 9:44,1
5/24/2021 9:53,1
5/25/2021 10:36,1
5/25/2021 11:11,1
5/25/2021 11:46,1
5/25/2021 11:54,3
5/25/2021 12:43,1
5/25/2021 13:00,1
5/25/2021 13:46,1
5/25/2021 14:09,1
5/25/2021 14:18,2
5/25/2021 14:26,3
5/25/2021 14:53,1
5/25/2021 14:58,1
5/25/2021 15:03,3
5/25/2021 15:21,1
5/25/2021 15:32,4
5/25/2021 16:00,1
5/25/2021 16:32,1
5/25/2021 9:47,1
5/25/2021 9:50,1
5/26/2021 10:35,1
5/26/2021 11:09,1
5/26/2021 11:10,1
5/26/2021 11:27,1
5/26/2021 11:29,1
5/26/2021 11:55,5
5/26/2021 11:56,6
5/26/2021 12:00,1
5/26/2021 12:03,1
5/26/2021 12:07,2
5/26/2021 12:09,1
5/26/2021 12:34,1
5/26/2021 13:09,2
5/26/2021 13:57,1
5/26/2021 13:58,1
5/26/2021 14:00,1
5/26/2021 14:02,3
5/26/2021 15:59,1
5/26/2021 16:20,3
5/26/2021 17:21,2
5/26/2021 17:43,1
5/26/2021 21:48,2
5/26/2021 9:27,1
5/26/2021 9:56,2
5/26/2021 9:59,2
5/27/2021 10:06,1
5/27/2021 10:10,1
5/27/2021 11:45,1
5/27/2021 11:53,2
5/27/2021 12:24,1
5/27/2021 13:03,1
5/27/2021 13:31,1
5/27/2021 13:32,1
5/27/2021 13:39,1
5/27/2021 13:49,1
5/27/2021 14:02,1
5/27/2021 14:03,2
5/27/2021 14:05,2
5/27/2021 14:40,1
5/27/2021 14:55,1
5/27/2021 15:14,1
5/27/2021 15:16,1
5/27/2021 15:18,1
5/27/2021 15:42,1
5/27/2021 15:44,1
5/27/2021 16:08,1
5/27/2021 16:09,2
5/27/2021 16:31,1
5/27/2021 17:30,1
5/27/2021 17:45,2
5/27/2021 17:47,2
5/27/2021 17:48,5
5/27/2021 17:49,1
5/27/2021 17:52,1
5/27/2021 17:53,1
5/27/2021 19:03,4
5/27/2021 9:56,1
5/27/2021 9:57,5
5/28/2021 10:23,1
5/28/2021 11:05,2
5/28/2021 11:06,3
5/28/2021 11:24,2
5/28/2021 11:45,1
5/28/2021 11:51,2
5/28/2021 11:56,3
5/28/2021 13:35,1
5/28/2021 14:05,1
5/28/2021 14:06,1
5/28/2021 14:40,1
5/28/2021 14:41,1
5/28/2021 14:50,1
5/28/2021 14:53,1
5/28/2021 15:16,1
5/28/2021 15:49,1
5/28/2021 16:12,1
5/28/2021 17:15,1
5/28/2021 17:54,2
5/28/2021 9:33,1
5/29/2021 10:49,1
5/29/2021 10:50,11
5/29/2021 12:32,1
5/29/2021 12:33,1
5/29/2021 20:53,2
5/3/2021 10:25,1
5/3/2021 10:44,1
5/3/2021 10:45,4
5/3/2021 10:47,1
5/3/2021 11:32,1
5/3/2021 11:47,1
5/3/2021 12:49,1
5/3/2021 12:59,1
5/3/2021 14:03,1
5/3/2021 14:04,2
5/3/2021 14:51,1
5/3/2021 18:26,2
5/3/2021 18:27,2
5/3/2021 8:23,1
5/30/2021 10:21,1
5/30/2021 10:29,2
5/30/2021 10:34,3
5/30/2021 11:11,2
5/30/2021 11:15,1
5/30/2021 11:41,1
5/30/2021 11:42,1
5/30/2021 11:54,1
5/30/2021 11:55,1
5/30/2021 12:01,2
5/30/2021 18:19,1
5/30/2021 20:36,1
5/30/2021 21:03,5
5/30/2021 21:04,2
5/30/2021 9:30,1
5/30/2021 9:54,1
5/31/2021 13:58,1
5/31/2021 13:59,2
5/31/2021 9:45,1
5/31/2021 9:46,2
5/4/2021 11:05,1
5/4/2021 11:27,1
5/4/2021 11:32,1
5/4/2021 11:53,1
5/4/2021 11:54,2
5/4/2021 12:24,2
5/4/2021 13:35,1
5/4/2021 13:37,1
5/4/2021 13:39,2
5/4/2021 14:19,4
5/4/2021 14:21,2
5/4/2021 15:02,2
5/4/2021 15:20,1
5/4/2021 15:52,1
5/4/2021 16:05,1
5/4/2021 16:09,2
5/4/2021 17:41,2
5/4/2021 18:16,1
5/4/2021 6:54,1
5/4/2021 9:44,1
5/5/2021 11:29,1
5/5/2021 11:39,1
5/5/2021 11:40,1
5/5/2021 11:44,1
5/5/2021 11:45,1
5/5/2021 11:49,1
5/5/2021 12:23,1
5/5/2021 12:45,1
5/5/2021 12:51,1
5/5/2021 13:11,1
5/5/2021 13:19,1
5/5/2021 13:43,1
5/5/2021 13:52,1
5/5/2021 13:53,2
5/5/2021 15:03,1
5/5/2021 15:04,2
5/5/2021 15:45,1
5/5/2021 19:13,1
5/5/2021 8:22,1
5/5/2021 9:02,2
5/5/2021 9:05,1
5/5/2021 9:24,1
5/5/2021 9:25,2
5/6/2021 10:13,1
5/6/2021 10:14,1
5/6/2021 11:05,2
5/6/2021 11:49,1
5/6/2021 12:12,2
5/6/2021 12:39,1
5/6/2021 12:49,1
5/6/2021 12:55,1
5/6/2021 12:58,1
5/6/2021 14:06,2
5/6/2021 14:22,1
5/6/2021 14:26,1
5/6/2021 14:40,1
5/6/2021 14:42,1
5/6/2021 15:26,1
5/6/2021 15:35,1
5/6/2021 16:11,1
5/6/2021 16:32,3
5/6/2021 16:52,1
5/6/2021 17:05,1
5/6/2021 17:49,1
5/6/2021 17:54,1
5/6/2021 18:08,1
5/6/2021 7:06,1
5/6/2021 7:57,1
5/6/2021 9:24,1
5/7/2021 11:00,1
5/7/2021 11:06,1
5/7/2021 11:09,2
5/7/2021 11:20,1
5/7/2021 11:28,1
5/7/2021 11:33,2
5/7/2021 11:59,1
5/7/2021 12:16,1
5/7/2021 12:18,1
5/7/2021 13:21,1
5/7/2021 13:27,1
5/7/2021 13:38,2
5/7/2021 14:05,2
5/7/2021 15:00,2
5/7/2021 15:03,1
5/7/2021 15:06,1
5/7/2021 15:19,2
5/7/2021 15:22,1
5/7/2021 15:56,1
5/7/2021 17:44,1
5/7/2021 17:58,1
5/7/2021 8:28,1
5/7/2021 8:37,1
5/7/2021 9:03,1
5/7/2021 9:17,1
6/17/2022 18:29,1
6/17/2022 19:15,6
6/17/2022 19:30,2
6/18/2022 16:01,1
6/28/2022 11:46,2
6/28/2022 13:16,1
6/28/2022 20:00,29
9/23/2022 15:33,1
9/30/2022 21:52,1
NA,246870
