TOA,n
12/15/2021 20:04,1
12/15/2021 20:05,1
12/15/2021 20:06,4
12/15/2021 20:07,1
12/15/2021 20:08,3
12/15/2021 20:09,2
12/15/2021 20:10,3
12/15/2021 20:11,2
12/15/2021 20:12,2
12/15/2021 20:13,1
12/15/2021 20:14,3
12/15/2021 20:16,2
12/15/2021 20:17,4
12/15/2021 20:18,7
12/15/2021 20:19,5
12/15/2021 20:20,2
12/15/2021 20:22,6
12/15/2021 20:23,5
12/15/2021 20:24,4
12/15/2021 20:25,8
12/15/2021 20:26,5
12/15/2021 20:27,5
12/15/2021 20:28,5
12/15/2021 20:29,4
12/15/2021 20:30,4
12/15/2021 20:31,2
12/15/2021 20:32,4
12/15/2021 20:33,2
12/15/2021 20:37,1
12/15/2021 20:38,1
12/15/2021 20:39,2
12/15/2021 20:40,4
12/15/2021 20:41,2
12/15/2021 20:43,3
12/15/2021 20:45,1
12/15/2021 20:46,1
12/15/2021 20:47,6
12/15/2021 20:48,3
12/15/2021 20:49,5
12/15/2021 20:50,2
12/15/2021 20:53,2
12/15/2021 20:54,1
12/15/2021 20:56,5
12/15/2021 20:57,3
12/15/2021 20:58,5
12/15/2021 21:00,7
12/15/2021 21:01,1
12/15/2021 21:02,2
12/15/2021 21:03,2
12/15/2021 21:05,5
12/15/2021 6:32,1
12/15/2021 7:00,1
12/15/2021 7:08,1
12/15/2021 7:25,1
12/15/2021 7:26,1
12/15/2021 7:46,1
12/15/2021 7:47,2
12/15/2021 7:48,1
12/15/2021 7:52,1
12/15/2021 7:54,1
12/15/2021 7:58,1
12/15/2021 7:59,2
12/15/2021 8:03,1
12/15/2021 8:04,1
12/15/2021 8:07,1
12/15/2021 8:09,1
12/15/2021 8:10,1
12/15/2021 8:11,1
12/15/2021 8:12,2
12/15/2021 8:13,1
12/15/2021 8:14,2
12/15/2021 8:15,5
12/15/2021 8:16,3
12/15/2021 8:17,1
12/15/2021 8:18,5
12/15/2021 8:19,3
12/15/2021 8:20,7
12/15/2021 8:21,4
12/15/2021 8:22,4
12/15/2021 8:23,6
12/15/2021 8:24,3
12/15/2021 8:25,6
12/15/2021 8:26,3
12/15/2021 8:28,1
12/15/2021 8:33,1
12/15/2021 8:34,2
12/15/2021 8:35,3
12/15/2021 8:36,5
12/15/2021 8:37,6
12/15/2021 8:38,8
12/15/2021 8:39,10
12/15/2021 8:40,5
12/15/2021 8:41,6
12/15/2021 8:42,2
12/15/2021 8:43,9
12/15/2021 8:45,1
12/15/2021 8:46,4
12/15/2021 8:47,4
12/15/2021 8:50,1
12/15/2021 8:51,5
12/15/2021 8:53,1
12/15/2021 8:57,3
12/15/2021 8:59,1
12/15/2021 9:00,2
12/15/2021 9:01,2
12/15/2021 9:03,2
12/15/2021 9:04,1
12/15/2021 9:05,4
12/15/2021 9:06,2
12/15/2021 9:07,6
12/15/2021 9:08,5
12/15/2021 9:09,5
12/15/2021 9:10,3
12/15/2021 9:11,6
12/15/2021 9:12,9
12/15/2021 9:13,7
12/15/2021 9:14,7
12/15/2021 9:15,3
12/15/2021 9:16,4
12/15/2021 9:17,5
12/15/2021 9:18,4
12/15/2021 9:19,4
12/15/2021 9:20,5
12/15/2021 9:21,1
12/15/2021 9:22,1
12/15/2021 9:23,2
12/15/2021 9:24,1
12/15/2021 9:28,2
12/15/2021 9:35,1
12/15/2021 9:36,6
12/15/2021 9:37,4
12/15/2021 9:38,7
12/15/2021 9:39,4
12/15/2021 9:40,8
12/15/2021 9:41,8
12/15/2021 9:42,1
12/15/2021 9:43,4
12/15/2021 9:44,6
12/15/2021 9:45,2
12/15/2021 9:47,5
12/15/2021 9:48,7
12/15/2021 9:49,4
12/15/2021 9:50,7
12/15/2021 9:51,4
12/15/2021 9:52,4
12/15/2021 9:55,1
12/15/2021 9:56,3
12/15/2021 9:57,2
12/15/2021 9:58,1
12/16/2021 10:03,1
12/16/2021 10:25,2
12/16/2021 10:38,2
12/16/2021 10:39,3
12/16/2021 10:40,4
12/16/2021 10:41,4
12/16/2021 10:42,4
12/16/2021 10:43,2
12/16/2021 10:45,1
12/16/2021 10:46,1
12/16/2021 10:50,1
12/16/2021 10:55,1
12/16/2021 11:11,1
12/16/2021 11:12,3
12/16/2021 11:15,1
12/16/2021 11:26,2
12/16/2021 11:37,1
12/16/2021 11:38,1
12/16/2021 11:42,1
12/16/2021 12:00,2
12/16/2021 12:04,1
12/16/2021 12:05,1
12/16/2021 12:06,1
12/16/2021 12:12,1
12/16/2021 12:14,1
12/16/2021 12:21,1
12/16/2021 12:23,1
12/16/2021 12:24,3
12/16/2021 12:35,1
12/16/2021 12:54,1
12/16/2021 12:55,3
12/16/2021 12:56,2
12/16/2021 12:57,2
12/16/2021 12:58,1
12/16/2021 13:00,1
12/16/2021 13:03,1
12/16/2021 13:04,1
12/16/2021 13:05,1
12/16/2021 13:06,1
12/16/2021 13:12,2
12/16/2021 13:14,1
12/16/2021 13:18,1
12/16/2021 13:31,1
12/16/2021 13:36,1
12/16/2021 13:45,2
12/16/2021 13:47,1
12/16/2021 13:48,1
12/16/2021 13:49,1
12/16/2021 13:52,1
12/16/2021 13:53,2
12/16/2021 13:54,1
12/16/2021 13:55,1
12/16/2021 13:56,2
12/16/2021 13:59,3
12/16/2021 14:01,1
12/16/2021 14:02,1
12/16/2021 14:03,1
12/16/2021 14:06,2
12/16/2021 14:07,1
12/16/2021 14:09,1
12/16/2021 14:18,2
12/16/2021 14:20,1
12/16/2021 14:22,1
12/16/2021 14:24,1
12/16/2021 14:25,1
12/16/2021 14:35,1
12/16/2021 14:36,1
12/16/2021 14:37,1
12/16/2021 14:38,2
12/16/2021 14:54,1
12/16/2021 14:55,1
12/16/2021 15:00,1
12/16/2021 15:02,2
12/16/2021 15:04,1
12/16/2021 15:05,1
12/16/2021 15:08,1
12/16/2021 15:10,1
12/16/2021 15:14,1
12/16/2021 15:15,2
12/16/2021 15:27,1
12/16/2021 15:28,1
12/16/2021 15:36,1
12/16/2021 15:37,1
12/16/2021 15:44,1
12/16/2021 15:45,1
12/16/2021 15:46,1
12/16/2021 15:49,1
12/16/2021 16:01,1
12/16/2021 16:02,1
12/16/2021 16:05,1
12/16/2021 17:01,1
12/16/2021 18:13,2
12/16/2021 18:14,3
12/16/2021 18:15,1
12/16/2021 18:16,3
12/16/2021 18:17,2
12/16/2021 18:20,3
12/16/2021 18:21,2
12/16/2021 18:22,4
12/16/2021 18:24,3
12/16/2021 18:25,2
12/16/2021 18:26,5
12/16/2021 18:27,3
12/16/2021 18:28,4
12/16/2021 18:29,5
12/16/2021 18:30,2
12/16/2021 18:31,2
12/16/2021 18:33,3
12/16/2021 18:34,2
12/16/2021 18:35,4
12/16/2021 18:36,2
12/16/2021 18:37,3
12/16/2021 18:38,6
12/16/2021 18:39,6
12/16/2021 18:40,3
12/16/2021 18:41,4
12/16/2021 18:43,4
12/16/2021 18:44,3
12/16/2021 18:45,4
12/16/2021 18:46,1
12/16/2021 18:47,3
12/16/2021 18:48,3
12/16/2021 18:49,3
12/16/2021 18:50,9
12/16/2021 18:51,5
12/16/2021 18:52,6
12/16/2021 18:53,1
12/16/2021 18:55,1
12/16/2021 18:56,1
12/16/2021 18:57,2
12/16/2021 19:03,3
12/16/2021 19:05,1
12/16/2021 19:06,4
12/16/2021 19:07,1
12/16/2021 19:08,2
12/16/2021 19:09,3
12/16/2021 19:10,3
12/16/2021 19:11,3
12/16/2021 19:12,2
12/16/2021 19:13,3
12/16/2021 19:14,6
12/16/2021 19:15,5
12/16/2021 19:16,3
12/16/2021 19:17,3
12/16/2021 19:18,2
12/16/2021 19:19,2
12/16/2021 19:29,1
12/16/2021 19:30,2
12/16/2021 19:32,2
12/16/2021 19:33,3
12/16/2021 19:34,3
12/16/2021 19:35,4
12/16/2021 19:36,2
12/16/2021 19:39,1
12/16/2021 19:40,2
12/16/2021 19:41,3
12/16/2021 19:42,4
12/16/2021 19:43,4
12/16/2021 19:44,6
12/16/2021 19:45,2
12/16/2021 19:46,4
12/16/2021 19:48,3
12/16/2021 19:49,5
12/16/2021 19:52,1
12/16/2021 19:57,1
12/16/2021 19:58,1
12/16/2021 19:59,2
12/16/2021 20:00,2
12/16/2021 20:02,1
12/16/2021 20:03,1
12/16/2021 20:04,3
12/16/2021 20:05,4
12/16/2021 20:06,2
12/16/2021 20:07,4
12/16/2021 20:08,4
12/16/2021 20:09,4
12/16/2021 20:10,4
12/16/2021 20:11,2
12/16/2021 20:12,3
12/16/2021 20:13,3
12/16/2021 20:14,3
12/16/2021 20:15,4
12/16/2021 20:16,6
12/16/2021 20:17,3
12/16/2021 20:18,3
12/16/2021 20:19,4
12/16/2021 20:20,2
12/16/2021 20:21,2
12/16/2021 20:22,1
12/16/2021 20:27,4
12/16/2021 20:28,2
12/16/2021 20:30,2
12/16/2021 20:31,1
12/16/2021 20:32,3
12/16/2021 20:34,4
12/16/2021 20:35,2
12/16/2021 20:36,1
12/16/2021 20:37,3
12/16/2021 20:38,3
12/16/2021 20:39,2
12/16/2021 20:40,3
12/16/2021 20:41,1
12/16/2021 20:42,2
12/16/2021 20:43,3
12/16/2021 20:44,3
12/16/2021 20:45,2
12/16/2021 20:52,2
12/16/2021 20:53,3
12/16/2021 20:54,3
12/16/2021 20:55,2
12/16/2021 20:56,3
12/16/2021 20:57,3
12/16/2021 20:58,2
12/16/2021 20:59,2
12/16/2021 21:00,2
12/16/2021 21:01,1
12/16/2021 21:02,5
12/16/2021 21:03,1
12/16/2021 21:04,4
12/16/2021 21:05,3
12/16/2021 21:06,1
12/16/2021 21:07,4
12/16/2021 21:08,1
12/16/2021 21:19,1
12/16/2021 21:20,1
12/16/2021 6:58,1
12/16/2021 7:27,1
12/16/2021 7:47,1
12/16/2021 7:48,2
12/16/2021 8:03,1
12/16/2021 8:44,1
12/16/2021 8:46,2
12/16/2021 8:47,1
12/16/2021 9:07,2
12/16/2021 9:34,1
12/16/2021 9:35,2
12/16/2021 9:48,1
12/16/2021 9:57,1
12/16/2021 9:58,2
12/17/2021 10:00,2
12/17/2021 10:01,4
12/17/2021 10:03,8
12/17/2021 10:04,5
12/17/2021 10:05,2
12/17/2021 10:06,3
12/17/2021 10:07,1
12/17/2021 10:08,3
12/17/2021 10:09,2
12/17/2021 10:11,3
12/17/2021 10:12,2
12/17/2021 10:13,2
12/17/2021 10:14,2
12/17/2021 10:15,2
12/17/2021 10:17,2
12/17/2021 10:18,4
12/17/2021 10:20,3
12/17/2021 10:23,3
12/17/2021 10:25,3
12/17/2021 10:26,3
12/17/2021 10:27,2
12/17/2021 10:30,1
12/17/2021 10:41,4
12/17/2021 10:42,1
12/17/2021 10:43,1
12/17/2021 10:44,4
12/17/2021 10:45,3
12/17/2021 10:46,1
12/17/2021 10:48,3
12/17/2021 10:49,3
12/17/2021 10:50,6
12/17/2021 10:51,2
12/17/2021 10:52,1
12/17/2021 10:53,1
12/17/2021 10:54,2
12/17/2021 10:55,4
12/17/2021 10:57,1
12/17/2021 10:58,2
12/17/2021 11:00,1
12/17/2021 11:01,3
12/17/2021 11:04,3
12/17/2021 11:05,3
12/17/2021 11:06,2
12/17/2021 11:07,3
12/17/2021 11:08,4
12/17/2021 11:09,5
12/17/2021 11:11,2
12/17/2021 11:12,2
12/17/2021 11:13,2
12/17/2021 11:14,3
12/17/2021 11:15,3
12/17/2021 11:16,2
12/17/2021 11:17,3
12/17/2021 11:18,3
12/17/2021 11:21,2
12/17/2021 11:22,2
12/17/2021 11:23,3
12/17/2021 11:24,2
12/17/2021 11:25,1
12/17/2021 11:26,2
12/17/2021 11:27,2
12/17/2021 11:28,2
12/17/2021 11:30,2
12/17/2021 11:31,2
12/17/2021 11:32,2
12/17/2021 11:33,2
12/17/2021 11:34,2
12/17/2021 11:35,2
12/17/2021 11:37,3
12/17/2021 11:38,2
12/17/2021 11:39,2
12/17/2021 11:40,2
12/17/2021 11:41,2
12/17/2021 11:42,2
12/17/2021 11:44,2
12/17/2021 11:45,4
12/17/2021 11:46,3
12/17/2021 11:47,2
12/17/2021 11:49,4
12/17/2021 11:50,3
12/17/2021 11:51,6
12/17/2021 11:52,2
12/17/2021 11:53,1
12/17/2021 11:54,1
12/17/2021 11:55,3
12/17/2021 11:56,3
12/17/2021 11:57,3
12/17/2021 11:58,2
12/17/2021 11:59,2
12/17/2021 12:00,4
12/17/2021 12:02,2
12/17/2021 12:03,2
12/17/2021 12:04,2
12/17/2021 12:05,2
12/17/2021 12:07,2
12/17/2021 12:08,2
12/17/2021 12:09,2
12/17/2021 12:10,2
12/17/2021 12:11,4
12/17/2021 12:12,5
12/17/2021 12:15,4
12/17/2021 12:17,3
12/17/2021 12:18,1
12/17/2021 12:19,2
12/17/2021 12:20,3
12/17/2021 12:21,6
12/17/2021 12:23,5
12/17/2021 12:24,2
12/17/2021 12:25,2
12/17/2021 12:26,3
12/17/2021 12:27,2
12/17/2021 12:28,2
12/17/2021 12:29,3
12/17/2021 12:31,3
12/17/2021 12:32,4
12/17/2021 12:33,8
12/17/2021 12:36,2
12/17/2021 12:37,5
12/17/2021 12:39,2
12/17/2021 12:40,3
12/17/2021 12:41,1
12/17/2021 12:44,4
12/17/2021 12:45,2
12/17/2021 12:46,5
12/17/2021 12:47,1
12/17/2021 12:48,2
12/17/2021 12:49,4
12/17/2021 12:50,4
12/17/2021 12:51,1
12/17/2021 12:53,2
12/17/2021 12:54,2
12/17/2021 12:55,8
12/17/2021 12:56,6
12/17/2021 12:58,6
12/17/2021 12:59,1
12/17/2021 13:00,3
12/17/2021 13:01,5
12/17/2021 13:02,2
12/17/2021 13:03,2
12/17/2021 13:05,2
12/17/2021 13:07,2
12/17/2021 13:08,2
12/17/2021 13:10,1
12/17/2021 13:11,4
12/17/2021 13:12,1
12/17/2021 13:14,5
12/17/2021 13:17,2
12/17/2021 13:21,2
12/17/2021 13:22,4
12/17/2021 13:23,1
12/17/2021 13:24,2
12/17/2021 13:26,3
12/17/2021 13:27,1
12/17/2021 13:28,2
12/17/2021 13:29,2
12/17/2021 13:31,2
12/17/2021 13:32,2
12/17/2021 13:34,3
12/17/2021 13:35,4
12/17/2021 13:36,1
12/17/2021 13:37,3
12/17/2021 13:40,3
12/17/2021 13:42,1
12/17/2021 13:43,1
12/17/2021 13:46,1
12/17/2021 13:51,2
12/17/2021 13:52,3
12/17/2021 13:53,1
12/17/2021 13:58,1
12/17/2021 14:02,2
12/17/2021 14:03,2
12/17/2021 14:09,1
12/17/2021 14:10,2
12/17/2021 14:21,1
12/17/2021 14:28,1
12/17/2021 14:29,2
12/17/2021 14:36,1
12/17/2021 15:40,3
12/17/2021 15:45,5
12/17/2021 15:46,6
12/17/2021 15:47,2
12/17/2021 15:48,7
12/17/2021 15:49,4
12/17/2021 15:50,1
12/17/2021 15:52,3
12/17/2021 15:53,4
12/17/2021 15:55,1
12/17/2021 15:56,6
12/17/2021 15:57,8
12/17/2021 15:58,8
12/17/2021 15:59,5
12/17/2021 16:00,6
12/17/2021 16:01,5
12/17/2021 16:02,1
12/17/2021 16:03,2
12/17/2021 16:04,2
12/17/2021 16:07,2
12/17/2021 16:08,3
12/17/2021 16:09,4
12/17/2021 16:10,3
12/17/2021 16:11,3
12/17/2021 16:12,5
12/17/2021 16:13,4
12/17/2021 16:15,4
12/17/2021 16:16,3
12/17/2021 16:17,5
12/17/2021 16:19,5
12/17/2021 16:20,4
12/17/2021 16:21,4
12/17/2021 16:22,2
12/17/2021 16:23,2
12/17/2021 16:24,3
12/17/2021 16:25,1
12/17/2021 16:26,3
12/17/2021 16:27,3
12/17/2021 16:28,2
12/17/2021 16:29,4
12/17/2021 16:30,4
12/17/2021 16:31,3
12/17/2021 16:32,1
12/17/2021 16:34,3
12/17/2021 16:36,2
12/17/2021 16:37,1
12/17/2021 16:39,5
12/17/2021 16:40,3
12/17/2021 16:42,1
12/17/2021 16:43,4
12/17/2021 16:44,2
12/17/2021 16:47,1
12/17/2021 16:48,2
12/17/2021 16:50,3
12/17/2021 16:53,2
12/17/2021 16:54,1
12/17/2021 16:55,8
12/17/2021 16:56,6
12/17/2021 16:57,3
12/17/2021 16:59,1
12/17/2021 17:00,1
12/17/2021 17:02,1
12/17/2021 17:03,2
12/17/2021 17:05,2
12/17/2021 17:06,4
12/17/2021 17:07,4
12/17/2021 17:08,3
12/17/2021 17:09,3
12/17/2021 17:10,2
12/17/2021 17:11,2
12/17/2021 17:13,1
12/17/2021 17:14,2
12/17/2021 17:15,2
12/17/2021 17:16,4
12/17/2021 17:17,5
12/17/2021 17:18,1
12/17/2021 17:22,3
12/17/2021 17:23,3
12/17/2021 17:24,6
12/17/2021 17:25,4
12/17/2021 17:26,5
12/17/2021 17:27,1
12/17/2021 17:28,1
12/17/2021 17:29,3
12/17/2021 17:30,2
12/17/2021 17:31,3
12/17/2021 17:32,2
12/17/2021 17:33,3
12/17/2021 17:34,3
12/17/2021 17:35,2
12/17/2021 17:39,3
12/17/2021 17:40,4
12/17/2021 17:41,1
12/17/2021 17:46,1
12/17/2021 17:47,3
12/17/2021 17:48,3
12/17/2021 17:49,3
12/17/2021 17:51,4
12/17/2021 17:52,3
12/17/2021 17:53,2
12/17/2021 17:54,2
12/17/2021 17:56,2
12/17/2021 17:57,7
12/17/2021 17:58,2
12/17/2021 17:59,2
12/17/2021 18:01,1
12/17/2021 18:03,4
12/17/2021 18:05,2
12/17/2021 18:06,3
12/17/2021 18:09,2
12/17/2021 18:11,4
12/17/2021 18:12,6
12/17/2021 18:13,2
12/17/2021 18:15,4
12/17/2021 18:16,5
12/17/2021 18:17,4
12/17/2021 18:18,4
12/17/2021 18:20,2
12/17/2021 18:21,1
12/17/2021 18:22,4
12/17/2021 18:23,4
12/17/2021 18:24,2
12/17/2021 18:26,1
12/17/2021 18:27,6
12/17/2021 18:31,4
12/17/2021 18:34,1
12/17/2021 18:35,1
12/17/2021 18:36,6
12/17/2021 18:37,5
12/17/2021 18:38,1
12/17/2021 18:41,3
12/17/2021 18:44,4
12/17/2021 18:45,2
12/17/2021 18:46,4
12/17/2021 18:47,1
12/17/2021 18:48,3
12/17/2021 18:49,2
12/17/2021 18:50,1
12/17/2021 18:51,1
12/17/2021 18:52,1
12/17/2021 18:53,7
12/17/2021 18:54,2
12/17/2021 18:55,5
12/17/2021 18:56,7
12/17/2021 19:00,4
12/17/2021 19:02,4
12/17/2021 19:03,2
12/17/2021 19:04,1
12/17/2021 19:05,7
12/17/2021 19:06,5
12/17/2021 19:07,4
12/17/2021 19:08,5
12/17/2021 19:09,3
12/17/2021 19:10,1
12/17/2021 19:11,1
12/17/2021 19:13,3
12/17/2021 19:17,2
12/17/2021 19:18,2
12/17/2021 19:19,3
12/17/2021 19:21,2
12/17/2021 19:22,2
12/17/2021 19:24,1
12/17/2021 19:25,6
12/17/2021 19:26,4
12/17/2021 19:27,1
12/17/2021 19:29,3
12/17/2021 19:30,3
12/17/2021 19:31,2
12/17/2021 19:33,4
12/17/2021 19:35,6
12/17/2021 19:36,5
12/17/2021 19:37,1
12/17/2021 19:38,4
12/17/2021 19:39,4
12/17/2021 19:40,1
12/17/2021 19:41,2
12/17/2021 19:42,5
12/17/2021 19:44,4
12/17/2021 19:45,5
12/17/2021 19:46,3
12/17/2021 19:47,2
12/17/2021 19:49,4
12/17/2021 19:51,4
12/17/2021 19:52,2
12/17/2021 19:53,4
12/17/2021 19:54,6
12/17/2021 19:55,7
12/17/2021 19:56,5
12/17/2021 19:57,5
12/17/2021 19:58,2
12/17/2021 19:59,4
12/17/2021 20:00,2
12/17/2021 20:01,2
12/17/2021 20:02,2
12/17/2021 20:03,2
12/17/2021 20:04,2
12/17/2021 20:05,4
12/17/2021 20:06,4
12/17/2021 20:07,3
12/17/2021 20:08,5
12/17/2021 20:09,2
12/17/2021 20:11,4
12/17/2021 20:12,5
12/17/2021 20:13,6
12/17/2021 20:14,6
12/17/2021 20:15,4
12/17/2021 20:16,2
12/17/2021 20:17,2
12/17/2021 20:18,2
12/17/2021 20:19,4
12/17/2021 20:20,2
12/17/2021 20:22,4
12/17/2021 20:23,2
12/17/2021 20:24,4
12/17/2021 20:26,3
12/17/2021 20:27,1
12/17/2021 20:29,2
12/17/2021 20:30,3
12/17/2021 20:31,3
12/17/2021 20:32,1
12/17/2021 20:36,2
12/17/2021 20:37,4
12/17/2021 20:39,3
12/17/2021 20:40,5
12/17/2021 20:42,2
12/17/2021 20:43,4
12/17/2021 20:44,5
12/17/2021 20:45,5
12/17/2021 20:46,1
12/17/2021 20:47,4
12/17/2021 20:48,1
12/17/2021 20:50,2
12/17/2021 20:51,1
12/17/2021 20:52,1
12/17/2021 20:53,2
12/17/2021 20:54,4
12/17/2021 20:55,1
12/17/2021 20:56,3
12/17/2021 5:49,1
12/17/2021 8:04,2
12/17/2021 8:13,2
12/17/2021 8:15,2
12/17/2021 8:16,1
12/17/2021 8:18,3
12/17/2021 8:19,4
12/17/2021 8:20,4
12/17/2021 8:22,6
12/17/2021 8:23,7
12/17/2021 8:24,3
12/17/2021 8:25,5
12/17/2021 8:26,4
12/17/2021 8:27,7
12/17/2021 8:28,3
12/17/2021 8:29,4
12/17/2021 8:30,8
12/17/2021 8:31,4
12/17/2021 8:33,2
12/17/2021 8:34,2
12/17/2021 8:35,6
12/17/2021 8:36,7
12/17/2021 8:37,7
12/17/2021 8:38,4
12/17/2021 8:39,10
12/17/2021 8:40,3
12/17/2021 8:41,4
12/17/2021 8:42,6
12/17/2021 8:43,3
12/17/2021 8:44,6
12/17/2021 8:45,8
12/17/2021 8:46,4
12/17/2021 8:47,2
12/17/2021 8:48,6
12/17/2021 8:49,7
12/17/2021 8:50,1
12/17/2021 8:52,2
12/17/2021 8:53,5
12/17/2021 8:54,2
12/17/2021 8:55,4
12/17/2021 8:56,2
12/17/2021 8:57,4
12/17/2021 8:59,2
12/17/2021 9:00,3
12/17/2021 9:01,4
12/17/2021 9:02,4
12/17/2021 9:03,2
12/17/2021 9:05,1
12/17/2021 9:06,4
12/17/2021 9:07,2
12/17/2021 9:08,1
12/17/2021 9:14,2
12/17/2021 9:15,2
12/17/2021 9:16,3
12/17/2021 9:17,2
12/17/2021 9:18,3
12/17/2021 9:19,2
12/17/2021 9:20,4
12/17/2021 9:21,3
12/17/2021 9:22,2
12/17/2021 9:24,4
12/17/2021 9:25,1
12/17/2021 9:26,4
12/17/2021 9:27,7
12/17/2021 9:28,6
12/17/2021 9:29,5
12/17/2021 9:30,3
12/17/2021 9:32,2
12/17/2021 9:37,3
12/17/2021 9:38,2
12/17/2021 9:39,4
12/17/2021 9:40,5
12/17/2021 9:41,1
12/17/2021 9:42,3
12/17/2021 9:43,2
12/17/2021 9:44,3
12/17/2021 9:45,2
12/17/2021 9:46,3
12/17/2021 9:47,2
12/17/2021 9:48,1
12/17/2021 9:50,2
12/17/2021 9:51,1
12/17/2021 9:52,5
12/17/2021 9:53,4
12/17/2021 9:54,2
12/17/2021 9:55,4
12/17/2021 9:56,4
12/17/2021 9:57,4
12/18/2021 10:00,4
12/18/2021 10:01,3
12/18/2021 10:02,4
12/18/2021 10:03,3
12/18/2021 10:04,2
12/18/2021 10:07,2
12/18/2021 10:10,2
12/18/2021 10:11,2
12/18/2021 10:12,2
12/18/2021 10:13,3
12/18/2021 10:14,3
12/18/2021 10:15,2
12/18/2021 10:16,4
12/18/2021 10:17,2
12/18/2021 10:18,2
12/18/2021 10:19,2
12/18/2021 10:20,2
12/18/2021 10:21,4
12/18/2021 10:22,1
12/18/2021 10:23,4
12/18/2021 10:24,3
12/18/2021 10:25,5
12/18/2021 10:26,3
12/18/2021 10:27,2
12/18/2021 10:28,3
12/18/2021 10:29,3
12/18/2021 10:31,1
12/18/2021 10:32,4
12/18/2021 10:33,4
12/18/2021 10:34,5
12/18/2021 10:35,4
12/18/2021 10:36,3
12/18/2021 10:37,2
12/18/2021 10:38,3
12/18/2021 10:39,5
12/18/2021 10:40,3
12/18/2021 10:41,5
12/18/2021 10:42,5
12/18/2021 10:46,3
12/18/2021 10:47,4
12/18/2021 10:48,2
12/18/2021 10:49,3
12/18/2021 10:50,4
12/18/2021 10:51,6
12/18/2021 10:52,4
12/18/2021 10:53,3
12/18/2021 10:54,1
12/18/2021 10:55,1
12/18/2021 10:56,1
12/18/2021 10:57,1
12/18/2021 10:58,6
12/18/2021 10:59,7
12/18/2021 11:00,4
12/18/2021 11:01,5
12/18/2021 11:02,5
12/18/2021 11:03,8
12/18/2021 11:04,7
12/18/2021 11:05,6
12/18/2021 11:06,7
12/18/2021 11:07,6
12/18/2021 11:08,9
12/18/2021 11:09,2
12/18/2021 11:10,7
12/18/2021 11:13,3
12/18/2021 11:14,2
12/18/2021 11:15,2
12/18/2021 11:16,1
12/18/2021 11:17,3
12/18/2021 11:18,4
12/18/2021 11:19,3
12/18/2021 11:20,1
12/18/2021 11:23,1
12/18/2021 11:28,3
12/18/2021 11:35,4
12/18/2021 11:36,1
12/18/2021 11:42,1
12/18/2021 11:43,2
12/18/2021 11:46,1
12/18/2021 11:47,2
12/18/2021 11:49,2
12/18/2021 11:50,4
12/18/2021 11:51,2
12/18/2021 11:52,5
12/18/2021 11:53,6
12/18/2021 11:54,7
12/18/2021 11:55,3
12/18/2021 11:56,7
12/18/2021 11:57,1
12/18/2021 11:58,8
12/18/2021 11:59,5
12/18/2021 12:00,3
12/18/2021 12:01,4
12/18/2021 12:02,8
12/18/2021 12:03,3
12/18/2021 12:04,9
12/18/2021 12:05,4
12/18/2021 12:06,1
12/18/2021 12:07,6
12/18/2021 12:09,4
12/18/2021 12:10,4
12/18/2021 12:11,2
12/18/2021 12:12,3
12/18/2021 12:13,3
12/18/2021 12:14,6
12/18/2021 12:18,1
12/18/2021 12:19,1
12/18/2021 12:23,8
12/18/2021 12:24,1
12/18/2021 12:35,1
12/18/2021 12:36,2
12/18/2021 12:37,6
12/18/2021 12:38,4
12/18/2021 12:39,5
12/18/2021 12:40,6
12/18/2021 12:41,2
12/18/2021 12:42,6
12/18/2021 12:43,2
12/18/2021 12:45,5
12/18/2021 12:46,5
12/18/2021 12:50,3
12/18/2021 12:54,2
12/18/2021 12:55,4
12/18/2021 12:56,6
12/18/2021 12:57,2
12/18/2021 12:58,8
12/18/2021 12:59,5
12/18/2021 13:00,7
12/18/2021 13:01,2
12/18/2021 13:02,3
12/18/2021 13:03,3
12/18/2021 13:04,6
12/18/2021 13:05,4
12/18/2021 13:06,4
12/18/2021 13:07,4
12/18/2021 13:08,4
12/18/2021 13:09,4
12/18/2021 13:10,2
12/18/2021 13:13,1
12/18/2021 13:14,4
12/18/2021 13:15,4
12/18/2021 13:16,1
12/18/2021 13:17,4
12/18/2021 13:18,6
12/18/2021 13:19,8
12/18/2021 13:25,2
12/18/2021 13:32,2
12/18/2021 13:33,2
12/18/2021 13:34,3
12/18/2021 13:37,2
12/18/2021 13:38,1
12/18/2021 13:40,3
12/18/2021 13:46,1
12/18/2021 13:54,3
12/18/2021 15:09,2
12/18/2021 15:47,4
12/18/2021 15:48,5
12/18/2021 15:49,1
12/18/2021 15:51,1
12/18/2021 15:52,5
12/18/2021 15:53,4
12/18/2021 15:54,3
12/18/2021 15:55,5
12/18/2021 15:56,3
12/18/2021 15:57,3
12/18/2021 15:58,5
12/18/2021 15:59,3
12/18/2021 16:00,5
12/18/2021 16:01,5
12/18/2021 16:02,5
12/18/2021 16:03,5
12/18/2021 16:04,5
12/18/2021 16:05,1
12/18/2021 16:06,3
12/18/2021 16:07,4
12/18/2021 16:08,4
12/18/2021 16:09,4
12/18/2021 16:10,6
12/18/2021 16:11,5
12/18/2021 16:12,4
12/18/2021 16:13,7
12/18/2021 16:14,3
12/18/2021 16:15,5
12/18/2021 16:16,4
12/18/2021 16:17,8
12/18/2021 16:18,7
